3.637331399999999917e+02 -4.600999999999999979e+00 2.140189016012310930e+01
3.637358199999999897e+02 -1.525000000000000000e+01 3.937625956527913473e+01
3.637385100000000193e+02 -4.600999999999999801e+01 6.613666808880148551e+01
3.637411900000000173e+02 4.873999999999999666e+00 2.148234839380778283e+01
3.637438799999999901e+02 -2.823999999999999844e+01 2.130534027970150035e+01
3.637465599999999881e+02 -4.015999999999999659e+01 2.276968013276255576e+01
3.637492300000000114e+02 -5.402000000000000313e+01 1.871458515505501907e+01
3.637519100000000094e+02 -6.089000000000000057e+01 1.819965245947311061e+01
3.637545900000000074e+02 -1.755000000000000071e+01 2.088695746454120084e+01
3.637572700000000054e+02 -4.890999999999999659e+01 1.741116176936331073e+01
3.637599500000000035e+02 -2.937999999999999901e+01 1.916515126368918942e+01
3.637626200000000267e+02 -1.944000000000000128e+01 1.789391117147134835e+01
3.637653099999999995e+02 -1.202999999999999936e+01 2.244784719802386164e+01
3.637679800000000228e+02 -7.280999999999999694e-01 1.959962572558642435e+01
3.637706699999999955e+02 -1.626000000000000156e+01 1.939043431800627815e+01
3.637733400000000188e+02 2.335000000000000142e+01 2.243175555128692622e+01
3.637760299999999916e+02 1.939999999999999947e+00 2.598800948014948631e+01
3.637787200000000212e+02 1.468999999999999950e+01 2.460412786077310798e+01
3.637814000000000192e+02 -8.977000000000000313e+00 1.889159326916130155e+01
3.637867499999999836e+02 -1.075999999999999979e+01 2.692132499089170139e+01
3.637894299999999816e+02 -2.392000000000000171e+01 2.116051545906908871e+01
3.637921000000000049e+02 -2.889999999999999791e-01 1.919733455716306025e+01
3.637947899999999777e+02 -3.735000000000000142e+01 2.331679612181833505e+01
3.637947899999999777e+02 -1.075999999999999979e+01 2.692132499089170139e+01
3.637974699999999757e+02 -1.341999999999999993e+01 3.060631209364973770e+01
3.638001600000000053e+02 1.855999999999999872e+01 2.444321139340376092e+01
3.638028400000000033e+02 3.425999999999999801e+01 2.415356175213893763e+01
3.638055200000000013e+02 4.928999999999999915e+01 2.949598846880124370e+01
