3.497461400000000253e+02 -2.421000000000000085e+01 1.545946358536243714e+01
3.497488299999999981e+02 -4.603000000000000114e+01 5.028468706785576359e+01
3.497515099999999961e+02 -4.642999999999999972e+01 1.924738728162276047e+01
3.497542000000000257e+02 -2.517999999999999972e+01 3.097811347847894581e+01
3.497568699999999922e+02 8.519999999999999796e-02 2.632606968900923405e+01
3.497595600000000218e+02 -3.033999999999999986e+01 1.728240186418771529e+01
3.497622700000000009e+02 2.050000000000000000e+01 2.054948605221224511e+01
3.497649400000000242e+02 1.040000000000000036e+01 1.698647032541737900e+01
3.497676200000000222e+02 2.100000000000000000e+01 1.891594395819998198e+01
3.497702899999999886e+02 8.194000000000000838e+00 1.596846583204741776e+01
3.497729699999999866e+02 6.931000000000000050e+00 1.743628626434829343e+01
3.497756400000000099e+02 -1.353999999999999915e+01 1.657216617113890678e+01
3.497783400000000142e+02 -4.772000000000000242e+00 1.647746807873240016e+01
3.497810099999999807e+02 -1.035999999999999943e+01 1.735342543349259969e+01
3.497837000000000103e+02 1.593999999999999950e+01 1.706933115627307274e+01
3.497863699999999767e+02 -1.787000000000000099e+01 2.297612467012901405e+01
3.497890600000000063e+02 -2.817000000000000171e+01 1.748363531055154496e+01
3.497917400000000043e+02 -4.036999999999999744e+01 2.839759046040159518e+01
3.497943999999999960e+02 -5.161999999999999744e+01 2.011150737483214357e+01
3.497971000000000004e+02 -5.413000000000000256e+01 2.501213365686893297e+01
3.497997700000000236e+02 -9.273999999999999488e+01 4.324151644512173220e+01
3.498024700000000280e+02 -8.314000000000000057e+01 2.675221110483852271e+01
3.498051600000000008e+02 -3.946999999999999886e+01 2.103481377579559819e+01
3.498078300000000240e+02 -4.449000000000000199e+01 2.207649279226718519e+01
3.498105100000000220e+02 -9.790999999999999659e+01 2.510683174927544314e+01
3.498131999999999948e+02 -4.564999999999999858e+01 2.288142657772250388e+01
3.498158700000000181e+02 -4.672999999999999687e+01 2.237242433103752148e+01
3.498185500000000161e+02 7.623999999999999666e+00 1.796896303413490159e+01
