4.017554600000000278e+02 8.798000000000000043e+00 1.125928592804484474e+01
4.017581400000000258e+02 6.775999999999999801e+00 1.495939413608882518e+01
4.017608399999999733e+02 1.347000000000000064e+01 1.297521643189032758e+01
4.017635099999999966e+02 -1.610000000000000142e+01 1.691802448787275281e+01
4.017662000000000262e+02 -5.207000000000000028e+01 2.120430250409554773e+01
4.017688999999999737e+02 -4.378999999999999915e+01 1.512970981885264621e+01
4.017715799999999717e+02 -2.644000000000000128e+01 2.598733459504614984e+01
4.017742499999999950e+02 -5.928000000000000114e+01 2.720793032152019464e+01
4.017769499999999994e+02 -5.174000000000000199e+01 2.150235494893223276e+01
4.017796200000000226e+02 -1.191999999999999993e+01 3.030199855839624945e+01
4.017823200000000270e+02 -5.772999999999999687e+01 2.448287939729907592e+01
4.017823200000000270e+02 -2.433999999999999986e+01 2.567508917664581247e+01
4.017850099999999998e+02 -2.644000000000000128e+01 2.824401739166675895e+01
4.017876999999999725e+02 -1.022000000000000064e+01 3.000394611355956442e+01
4.017903900000000021e+02 -1.800000000000000000e+01 2.079270627074965105e+01
4.017930700000000002e+02 -1.564000000000000057e+01 2.019660138107628100e+01
4.017957599999999729e+02 -2.467000000000000171e+01 1.784056776951010903e+01
4.017984400000000278e+02 -1.547000000000000064e+01 2.434094966166255958e+01
4.018011300000000006e+02 -1.492999999999999972e+01 2.695245679737445954e+01
4.018038000000000238e+02 -5.328000000000000114e+01 2.133203926616841173e+01
4.018065000000000282e+02 2.735000000000000142e+01 2.168686360525970258e+01
4.018091800000000262e+02 2.596000000000000085e+01 2.800273684108468331e+01
4.018118600000000242e+02 -2.978000000000000203e+00 2.625700109275553018e+01
4.018145400000000222e+02 5.078999999999999737e+00 1.863537428907460125e+01
4.018172099999999887e+02 1.156000000000000050e+01 1.964307541209386798e+01
4.018199099999999930e+02 -2.396999999999999886e+01 1.582516552347157734e+01
4.018226000000000226e+02 1.452999999999999936e+01 3.752622210229493760e+01
4.018252800000000207e+02 8.756000000000000227e+00 2.055142572016757185e+01
